movie_title,imdb_score,title_year,num_voted_users,num_critic_for_reviews,num_user_for_reviews,color,director_name,director_facebook_likes,actor_1_name,actor_1_facebook_likes,actor_2_name,actor_2_facebook_likes,actor_3_name,actor_3_facebook_likes,cast_total_facebook_likes,movie_facebook_likes,duration,gross,language,country,content_rating,budget,aspect_ratio
Bulletproof Monk ,6,2003.0,42324,127.0,180.0,Color,Paul Hunter,13.0,Jaime King,961.0,Mako,691.0,Victoria Smurfit,343.0,2422,846,104.0,23020488.0,English,USA,PG-13,52000000.0,2.35
"Me, Myself & Irene ",6,2000.0,185878,155.0,481.0,Color,Bobby Farrelly,101.0,Robert Forster,889.0,Tony Cox,624.0,Rob Moran,79.0,1711,0,116.0,90567722.0,English,USA,R,51000000.0,1.85
Barnyard ,6,2006.0,21396,98.0,155.0,Color,Steve Oedekerk,176.0,Rob Paulsen,677.0,Wanda Sykes,560.0,Maurice LaMarche,523.0,2055,605,90.0,72601713.0,English,Germany,PG,51000000.0,1.85
Deck the Halls ,5,2006.0,15740,71.0,110.0,Color,John Whitesell,14.0,Matthew Broderick,2000.0,Jorge Garcia,1000.0,Alia Shawkat,728.0,5468,1000,93.0,35092918.0,English,USA,PG,,1.85
The Twilight Saga: New Moon ,5,2009.0,220758,299.0,919.0,Color,Chris Weitz,129.0,Robert Pattinson,21000.0,Kristen Stewart,17000.0,Taylor Lautner,12000.0,64040,13000,130.0,296623634.0,English,USA,PG-13,50000000.0,2.35
Shrek ,8,2001.0,467113,212.0,945.0,Color,Andrew Adamson,80.0,Kathleen Freeman,145.0,Chris Miller,50.0,Bobby Block,21.0,275,0,90.0,267652016.0,English,USA,PG,60000000.0,1.85
The Adjustment Bureau ,7,2011.0,200035,413.0,407.0,Color,George Nolfi,53.0,Matt Damon,13000.0,Michael Kelly,963.0,Jon Stewart,593.0,14607,36000,106.0,62453315.0,English,USA,PG-13,50200000.0,1.85
Robin Hood: Prince of Thieves ,7,1991.0,145257,67.0,322.0,Color,Kevin Reynolds,58.0,Alan Rickman,25000.0,Morgan Freeman,11000.0,Michael Wincott,720.0,38518,0,155.0,165500000.0,English,USA,PG-13,48000000.0,1.85
Jerry Maguire ,7,1996.0,189923,109.0,318.0,Color,Cameron Crowe,488.0,Tom Cruise,10000.0,Kelly Preston,743.0,Bonnie Hunt,597.0,12182,0,139.0,153620822.0,English,USA,R,50000000.0,1.85
Ted ,7,2012.0,471644,457.0,623.0,Color,Seth MacFarlane,3000.0,Mila Kunis,15000.0,Seth MacFarlane,3000.0,Tom Skerritt,1000.0,21773,74000,112.0,218628680.0,English,USA,R,50000000.0,1.85
As Good as It Gets ,8,1997.0,224671,156.0,470.0,Color,James L. Brooks,274.0,Lupe Ontiveros,625.0,Yeardley Smith,440.0,Shirley Knight,285.0,1474,11000,139.0,147637474.0,English,USA,PG-13,50000000.0,1.85
Patch Adams ,7,1998.0,80580,55.0,375.0,Color,Tom Shadyac,293.0,Robin Williams,49000.0,Philip Seymour Hoffman,22000.0,Monica Potter,878.0,74382,0,115.0,135014968.0,English,USA,PG-13,50000000.0,2.35
Anchorman 2: The Legend Continues ,6,2013.0,131227,272.0,346.0,Color,Adam McKay,285.0,Harrison Ford,11000.0,Will Ferrell,8000.0,Steve Carell,7000.0,28176,41000,143.0,2175312.0,English,USA,PG-13,50000000.0,2.35
Mr. Deeds ,6,2002.0,110432,117.0,309.0,Color,Steven Brill,65.0,Steve Buscemi,12000.0,Adam Sandler,11000.0,Peter Gallagher,828.0,26826,0,96.0,126203320.0,English,USA,PG-13,50000000.0,1.85
Super 8 ,7,2011.0,287822,539.0,849.0,Color,J.J. Abrams,14000.0,Joel Courtney,1000.0,AJ Michalka,560.0,Zach Mills,417.0,3388,37000,112.0,126975169.0,English,USA,PG-13,50000000.0,2.35
Erin Brockovich ,7,2000.0,135246,169.0,498.0,Color,Steven Soderbergh,0.0,Julia Roberts,8000.0,Albert Finney,883.0,Conchata Ferrell,658.0,10003,0,131.0,125548685.0,English,USA,R,52000000.0,1.85
How to Lose a Guy in 10 Days ,6,2003.0,156717,140.0,357.0,Color,Donald Petrie,80.0,Matthew McConaughey,11000.0,Adam Goldberg,1000.0,Thomas Lennon,651.0,14087,0,116.0,105807520.0,English,USA,PG-13,50000000.0,1.85
22 Jump Street ,7,2014.0,258186,330.0,322.0,Color,Phil Lord,97.0,Channing Tatum,17000.0,Craig Roberts,920.0,Amber Stevens West,584.0,19428,24000,112.0,191616238.0,English,USA,R,50000000.0,2.35
Interview with the Vampire: The Vampire Chronicles ,8,1994.0,239752,120.0,406.0,Color,Neil Jordan,277.0,Brad Pitt,11000.0,Tom Cruise,10000.0,Kirsten Dunst,4000.0,25697,11000,123.0,105264608.0,English,USA,R,60000000.0,1.85
Yes Man ,7,2008.0,271691,190.0,243.0,Color,Peyton Reed,235.0,Bradley Cooper,14000.0,Zooey Deschanel,11000.0,Danny Masterson,1000.0,29505,0,104.0,97680195.0,English,USA,PG-13,70000000.0,2.35
Central Intelligence ,7,2016.0,33354,177.0,110.0,Color,Rawson Marshall Thurber,43.0,Dwayne Johnson,12000.0,Thomas Kretschmann,919.0,Megan Park,569.0,14569,10000,107.0,126088877.0,English,USA,PG-13,50000000.0,2.35
Stepmom ,7,1998.0,46482,65.0,252.0,Color,Chris Columbus,0.0,Julia Roberts,8000.0,Liam Aiken,818.0,Herbert Russell,701.0,9988,0,124.0,91030827.0,English,USA,PG-13,50000000.0,2.35
Daddy's Home ,6,2015.0,54010,145.0,130.0,Color,Sean Anders,51.0,Will Ferrell,8000.0,Linda Cardellini,2000.0,Mark L. Young,322.0,10886,13000,96.0,150315155.0,English,USA,PG-13,50000000.0,1.85
Into the Woods ,6,2014.0,101178,321.0,779.0,Color,Rob Marshall,252.0,Johnny Depp,40000.0,Meryl Streep,11000.0,Anna Kendrick,10000.0,62837,90000,125.0,127997349.0,English,USA,PG,50000000.0,2.39
Inside Man ,8,2006.0,273108,230.0,646.0,Color,Spike Lee,0.0,Denzel Washington,18000.0,James Ransone,412.0,Peter Gerety,277.0,19148,0,129.0,88504640.0,English,USA,R,45000000.0,2.35
Payback ,7,1999.0,111368,143.0,394.0,Color,Brian Helgeland,241.0,Bill Duke,1000.0,Deborah Kara Unger,495.0,William Devane,416.0,3148,0,90.0,81517441.0,English,USA,R,50000000.0,2.35
Congo ,5,1995.0,34471,55.0,147.0,Color,Frank Marshall,155.0,Dylan Walsh,426.0,Joe Don Baker,387.0,Grant Heslov,293.0,1761,0,109.0,81022333.0,English,USA,PG-13,50000000.0,1.85
We Bought a Zoo ,7,2011.0,111003,257.0,199.0,Color,Cameron Crowe,488.0,Scarlett Johansson,19000.0,Matt Damon,13000.0,Stephanie Szostak,1000.0,36873,22000,124.0,75621915.0,English,USA,PG,,1.85
Knowing ,6,2009.0,186879,279.0,791.0,Color,Alex Proyas,295.0,Nicolas Cage,12000.0,Ben Mendelsohn,748.0,Chandler Canterbury,329.0,13421,0,121.0,79948113.0,English,USA,PG-13,50000000.0,2.35
Failure to Launch ,6,2006.0,58412,143.0,242.0,Color,Tom Dey,9.0,Bradley Cooper,14000.0,Matthew McConaughey,11000.0,Zooey Deschanel,11000.0,37967,2000,95.0,88658172.0,English,USA,PG-13,50000000.0,2.35
The Ring Two ,5,2005.0,71153,196.0,560.0,Color,Hideo Nakata,62.0,Naomi Watts,6000.0,Gary Cole,989.0,Sissy Spacek,874.0,10163,0,128.0,75888270.0,English,USA,PG-13,,1.85
"Crazy, Stupid, Love. ",7,2011.0,375456,310.0,292.0,Color,Glenn Ficarra,43.0,Ryan Gosling,33000.0,Emma Stone,15000.0,Steve Carell,7000.0,57426,44000,118.0,84244877.0,English,USA,PG-13,50000000.0,2.39
Garfield ,5,2004.0,58961,116.0,232.0,Color,Peter Hewitt,12.0,Bill Murray,13000.0,Mark Christopher Lawrence,258.0,Michael Monks,58.0,13430,795,80.0,75367693.0,English,USA,PG,35000000.0,1.85
Christmas with the Kranks ,5,2004.0,27548,105.0,209.0,Color,Joe Roth,148.0,Jamie Lee Curtis,2000.0,Cheech Marin,843.0,Jake Busey,660.0,6729,0,99.0,73701902.0,English,USA,PG,60000000.0,2.35
Moneyball ,8,2011.0,283563,419.0,312.0,Color,Bennett Miller,152.0,Philip Seymour Hoffman,22000.0,Robin Wright,18000.0,Brad Pitt,11000.0,53094,27000,133.0,75605492.0,English,USA,PG-13,50000000.0,1.85
Outbreak ,7,1995.0,91176,64.0,130.0,Color,Wolfgang Petersen,249.0,Kevin Spacey,18000.0,Morgan Freeman,11000.0,Rene Russo,808.0,30383,0,127.0,67823573.0,English,USA,R,50000000.0,1.85
Non-Stop ,7,2014.0,200647,359.0,384.0,Color,Jaume Collet-Serra,174.0,Liam Neeson,14000.0,Nate Parker,664.0,Scoot McNairy,660.0,16967,24000,106.0,91439400.0,English,UK,PG-13,50000000.0,2.35
Race to Witch Mountain ,6,2009.0,43328,166.0,110.0,Color,Andy Fickman,99.0,Dwayne Johnson,12000.0,Billy Brown,536.0,Tom Everett Scott,433.0,14007,0,98.0,67128202.0,English,USA,PG,65000000.0,2.35
V for Vendetta ,8,2005.0,791783,525.0,2042.0,Color,James McTeigue,160.0,Natalie Portman,20000.0,Eddie Marsan,979.0,Rupert Graves,443.0,22417,48000,132.0,70496802.0,English,USA,R,54000000.0,2.35
Shanghai Knights ,6,2003.0,81444,165.0,192.0,Color,David Dobkin,71.0,Fann Wong,154.0,Anna-Louise Plowman,131.0,Georgina Chapman,55.0,428,955,114.0,60470220.0,English,USA,PG-13,50000000.0,2.35
Unforgotten             ,8,,1824,2.0,9.0,Color,,,Bernard Hill,416.0,Gemma Jones,171.0,Nicola Walker,132.0,1816,0,45.0,,English,UK,,,
Curious George ,7,2006.0,12845,87.0,118.0,Color,Matthew O'Callaghan,5.0,Will Ferrell,8000.0,Frank Welker,2000.0,Alexander Gould,1000.0,11124,624,78.0,58336565.0,English,USA,G,50000000.0,1.85
Herbie Fully Loaded ,5,2005.0,36431,117.0,168.0,Color,Angela Robinson,23.0,Scoot McNairy,660.0,Thomas Lennon,651.0,Cheryl Hines,541.0,2177,1000,101.0,66002004.0,English,USA,G,50000000.0,1.85
Don't Say a Word ,6,2001.0,40362,113.0,248.0,Color,Gary Fleder,39.0,Oliver Platt,1000.0,Jennifer Esposito,912.0,Conrad Goode,477.0,3341,970,113.0,54997476.0,English,USA,R,50000000.0,2.35
Hansel & Gretel: Witch Hunters ,6,2013.0,159868,349.0,304.0,Color,Tommy Wirkola,75.0,Jeremy Renner,10000.0,Derek Mears,520.0,Ingrid Bolsø Berdal,467.0,11946,45000,98.0,55682070.0,English,Germany,R,50000000.0,2.35
Unfaithful ,7,2002.0,63067,152.0,533.0,Color,Adrian Lyne,213.0,Olivier Martinez,838.0,Erik Per Sullivan,593.0,Chad Lowe,372.0,2583,0,124.0,52752475.0,English,USA,R,50000000.0,1.85
I Am Number Four ,6,2011.0,195043,288.0,329.0,Color,D.J. Caruso,154.0,Alex Pettyfer,15000.0,Emily Wickersham,348.0,Reuben Langdon,144.0,15608,27000,109.0,55092830.0,English,USA,PG-13,60000000.0,1.85
Syriana ,7,2005.0,109188,358.0,625.0,Color,Stephen Gaghan,79.0,Matt Damon,13000.0,Amr Waked,903.0,Kayvan Novak,414.0,14747,0,128.0,50815288.0,English,USA,R,50000000.0,2.35
13 Hours ,7,2016.0,47764,204.0,219.0,Color,Michael Bay,0.0,Toby Stephens,769.0,James Badge Dale,726.0,David Costabile,681.0,3580,44000,144.0,52822418.0,English,USA,R,50000000.0,2.35
The Book of Life ,7,2014.0,45580,156.0,102.0,Color,Jorge R. Gutiérrez,34.0,Channing Tatum,17000.0,Hector Elizondo,995.0,Ana de la Reguera,679.0,19513,18000,95.0,50150619.0,English,USA,PG,50000000.0,2.35
Firewall ,6,2006.0,50170,171.0,306.0,Color,Richard Loncraine,12.0,Jimmy Bennett,87000.0,Harrison Ford,11000.0,Mary Lynn Rajskub,935.0,101383,773,105.0,48745150.0,English,USA,PG-13,50000000.0,2.35
Absolute Power ,7,1997.0,39529,76.0,142.0,Color,Clint Eastwood,16000.0,Clint Eastwood,16000.0,Mark Margolis,1000.0,Scott Glenn,826.0,19139,1000,121.0,50007168.0,English,USA,R,50000000.0,2.35
G.I. Jane ,6,1997.0,60326,97.0,142.0,Color,Ridley Scott,0.0,Viggo Mortensen,10000.0,Demi Moore,2000.0,John Michael Higgins,957.0,15569,2000,125.0,48154732.0,English,USA,R,50000000.0,2.35
The Game ,8,1997.0,261069,157.0,506.0,Color,David Fincher,21000.0,Deborah Kara Unger,495.0,Armin Mueller-Stahl,294.0,Charles Martinet,283.0,1397,25000,129.0,48265581.0,English,USA,R,50000000.0,2.35
Silent Hill ,7,2006.0,172792,267.0,1740.0,Color,Christophe Gans,50.0,Radha Mitchell,992.0,Deborah Kara Unger,495.0,Alice Krige,368.0,1933,0,132.0,46982632.0,English,Canada,R,50000000.0,2.35
The Replacements ,6,2000.0,48322,118.0,261.0,Color,Howard Deutch,41.0,Keanu Reeves,18000.0,Jon Favreau,4000.0,Faizon Love,585.0,24024,0,118.0,44737059.0,English,USA,PG-13,50000000.0,1.85
American Reunion ,7,2012.0,172112,291.0,181.0,Color,Jon Hurwitz,22.0,Alyson Hannigan,3000.0,Dania Ramirez,1000.0,Natasha Lyonne,1000.0,8398,39000,113.0,56724080.0,English,USA,R,50000000.0,1.85
The Negotiator ,7,1998.0,107227,68.0,279.0,Color,F. Gary Gray,473.0,Kevin Spacey,18000.0,Michael Cudlitz,822.0,Siobhan Fallon Hogan,294.0,20152,3000,140.0,44484065.0,English,Germany,R,50000000.0,2.35
Into the Storm ,6,2014.0,54101,228.0,210.0,Color,Steven Quale,77.0,Matt Walsh,490.0,Alycia Debnam-Carey,298.0,Scott Lawrence,159.0,1367,15000,89.0,47553512.0,English,USA,PG-13,50000000.0,1.85
Beverly Hills Cop III ,6,1994.0,60293,36.0,114.0,Color,John Landis,644.0,Louis Lombardi,437.0,Jon Tenney,289.0,Gilbert R. Hill,174.0,1093,669,104.0,42610000.0,English,USA,R,55000000.0,1.85
Gremlins 2: The New Batch ,6,1990.0,68428,105.0,148.0,Color,Joe Dante,287.0,Christopher Lee,16000.0,Robert Picardo,823.0,Phoebe Cates,767.0,19610,0,106.0,41482207.0,English,USA,PG-13,50000000.0,1.85
The Judge ,7,2014.0,136973,276.0,275.0,Color,David Dobkin,71.0,Robert Downey Jr.,21000.0,Robert Duvall,3000.0,Leighton Meester,3000.0,30183,47000,141.0,47105085.0,English,USA,R,50000000.0,2.35
The Peacemaker ,6,1997.0,46451,93.0,156.0,Color,Mimi Leder,75.0,Armin Mueller-Stahl,294.0,Holt McCallany,273.0,Marcel Iures,258.0,1289,0,124.0,41256277.0,English,USA,R,50000000.0,2.35
Resident Evil: Apocalypse ,6,2004.0,151580,191.0,672.0,Color,Alexander Witt,38.0,Milla Jovovich,14000.0,Thomas Kretschmann,919.0,Mike Epps,706.0,16791,0,98.0,50740078.0,English,Germany,R,45000000.0,2.35
Bridget Jones: The Edge of Reason ,6,2004.0,74315,143.0,259.0,Color,Beeban Kidron,17.0,Colin Firth,14000.0,Jim Broadbent,1000.0,Celia Imrie,186.0,15634,0,108.0,40203020.0,English,UK,R,40000000.0,2.35
Out of Time ,6,2003.0,45895,124.0,157.0,Color,Carl Franklin,73.0,Denzel Washington,18000.0,Sanaa Lathan,886.0,John Billingsley,323.0,19739,1000,114.0,40905277.0,English,USA,R,50000000.0,2.35
On Deadly Ground ,4,1994.0,17997,47.0,140.0,Color,Steven Seagal,0.0,Mike Starr,854.0,Joan Chen,643.0,Sven-Ole Thorsen,158.0,1860,812,101.0,38590500.0,English,USA,R,50000000.0,2.35
The Adventures of Sharkboy and Lavagirl 3-D ,4,2005.0,20310,66.0,177.0,Color,Robert Rodriguez,0.0,Taylor Lautner,12000.0,Kristin Davis,722.0,Taylor Dooley,717.0,14899,0,93.0,39177541.0,English,USA,PG,50000000.0,1.85
The Beach ,7,2000.0,176169,118.0,548.0,Color,Danny Boyle,0.0,Leonardo DiCaprio,29000.0,Virginie Ledoyen,414.0,Peter Youngblood Hills,39.0,29461,0,119.0,39778599.0,English,USA,R,50000000.0,2.35
Raising Helen ,6,2004.0,30890,93.0,106.0,Color,Garry Marshall,0.0,Amber Valletta,627.0,Felicity Huffman,508.0,Spencer Breslin,434.0,2052,718,119.0,37486138.0,English,USA,PG-13,50000000.0,1.85
Ninja Assassin ,6,2009.0,58349,235.0,194.0,Color,James McTeigue,160.0,Shô Kosugi,330.0,Ben Miles,119.0,Rain,72.0,701,0,99.0,38105077.0,English,USA,R,40000000.0,2.35
For Love of the Game ,6,1999.0,26034,113.0,226.0,Color,Sam Raimi,0.0,J.K. Simmons,24000.0,Kelly Preston,743.0,Carmine Giovinazzo,432.0,25469,0,137.0,35168395.0,English,USA,PG-13,50000000.0,2.35
A Touch of Frost             ,8,,4438,14.0,33.0,Color,,,David Jason,325.0,Bruce Alexander,7.0,John Lyons,5.0,344,361,105.0,,English,UK,,,1.33
Striptease ,4,1996.0,34896,51.0,118.0,Color,Andrew Bergman,31.0,Demi Moore,2000.0,Rumer Willis,472.0,Paul Guilfoyle,210.0,3016,877,117.0,32800000.0,English,USA,R,40000000.0,1.85
Marmaduke ,4,2010.0,11257,98.0,65.0,Color,Tom Dey,9.0,Emma Stone,15000.0,Judy Greer,2000.0,Steve Coogan,1000.0,20061,0,87.0,33643461.0,English,USA,PG,50000000.0,2.35
Hereafter ,6,2010.0,80140,315.0,323.0,Color,Clint Eastwood,16000.0,Matt Damon,13000.0,Jay Mohr,563.0,Cécile De France,447.0,14344,16000,129.0,32741596.0,English,USA,PG-13,50000000.0,2.35
Murder by Numbers ,6,2002.0,43574,136.0,302.0,Color,Barbet Schroeder,58.0,Ryan Gosling,33000.0,Chris Penn,455.0,Agnes Bruckner,401.0,34606,0,115.0,31874869.0,English,USA,R,50000000.0,1.85
Assassins ,6,1995.0,62981,61.0,84.0, Black and White,Richard Donner,503.0,Muse Watson,45000.0,Sylvester Stallone,13000.0,Kelly Rowan,282.0,58528,0,132.0,30306268.0,English,France,R,50000000.0,1.85
Hannibal Rising ,6,2007.0,86374,209.0,392.0,Color,Peter Webber,73.0,Li Gong,879.0,Stephen Walters,184.0,Richard Brake,163.0,1344,3000,131.0,27667947.0,English,UK,R,50000000.0,2.35
The Story of Us ,6,1999.0,18404,99.0,150.0,Color,Rob Reiner,0.0,Bruce Willis,13000.0,Tim Matheson,559.0,Rita Wilson,323.0,14706,0,95.0,27067160.0,English,USA,R,50000000.0,1.85
The Host ,6,2013.0,92461,298.0,347.0,Color,Andrew Niccol,487.0,J.D. Evermore,430.0,Chandler Canterbury,329.0,Rachel Roberts,201.0,1300,43000,125.0,26616999.0,English,USA,PG-13,40000000.0,2.35
Basic ,6,2003.0,49926,131.0,286.0,Color,John McTiernan,323.0,Connie Nielsen,933.0,Harry Connick Jr.,631.0,Tim Daly,511.0,3357,0,98.0,26536120.0,English,Germany,R,50000000.0,2.35
Blood Work ,6,2002.0,34356,146.0,260.0,Color,Clint Eastwood,16000.0,Clint Eastwood,16000.0,Anjelica Huston,1000.0,Rick Hoffman,581.0,18635,705,110.0,26199517.0,English,USA,R,50000000.0,2.35
The International ,6,2009.0,80196,245.0,190.0,Color,Tom Tykwer,670.0,Naomi Watts,6000.0,Brían F. O'Byrne,450.0,Armin Mueller-Stahl,294.0,7654,0,118.0,25450527.0,English,USA,R,50000000.0,2.35
Escape from L.A. ,6,1996.0,54021,104.0,227.0,Color,John Carpenter,0.0,Steve Buscemi,12000.0,Valeria Golino,898.0,Michelle Forbes,764.0,15935,0,101.0,25407250.0,English,USA,R,50000000.0,2.35
Twisted             ,8,,7945,4.0,22.0,Color,,,Grey Damon,629.0,Brittany Curran,512.0,Aaron Hill,398.0,2758,915,60.0,,English,USA,,,16.0
The Iron Giant ,8,1999.0,128455,162.0,514.0,Color,Brad Bird,663.0,Vin Diesel,14000.0,Harry Connick Jr.,631.0,M. Emmet Walsh,521.0,16358,0,90.0,23159305.0,English,USA,PG,70000000.0,2.35
The Life Aquatic with Steve Zissou ,7,2004.0,139535,259.0,632.0,Color,Wes Anderson,0.0,Bill Murray,13000.0,Anjelica Huston,1000.0,Matthew Gray Gubler,639.0,15757,0,119.0,24006726.0,English,USA,R,50000000.0,2.35
Free State of Jones ,7,2016.0,3077,79.0,47.0,Color,Gary Ross,378.0,Matthew McConaughey,11000.0,Donald Watkins,552.0,Jessica Collins,303.0,12786,10000,139.0,20389967.0,English,USA,R,50000000.0,1.85
The Life of David Gale ,8,2003.0,88270,141.0,420.0,Color,Alan Parker,317.0,Kevin Spacey,18000.0,Kate Winslet,14000.0,Matt Craven,256.0,32637,0,130.0,19593740.0,English,USA,R,50000000.0,2.35
Man of the House ,5,2005.0,19829,59.0,94.0,Color,Stephen Herek,65.0,Christina Milian,1000.0,Vanessa Ferlito,923.0,Kelli Garner,730.0,6171,779,100.0,19118247.0,English,USA,PG-13,40000000.0,2.35
Run All Night ,7,2015.0,76010,236.0,205.0,Color,Jaume Collet-Serra,174.0,Liam Neeson,14000.0,Common,988.0,Bruce McGill,655.0,16992,15000,114.0,26442251.0,English,USA,R,50000000.0,2.35
Eastern Promises ,8,2007.0,189249,356.0,398.0,Color,David Cronenberg,0.0,Viggo Mortensen,10000.0,Naomi Watts,6000.0,Raza Jaffrey,509.0,17211,0,96.0,17114882.0,English,USA,R,25000000.0,1.85
Into the Blue ,6,2005.0,63599,120.0,208.0,Color,John Stockwell,134.0,Paul Walker,23000.0,James Frain,1000.0,Ashley Scott,795.0,25049,0,110.0,18472363.0,English,USA,PG-13,50000000.0,2.35
The Messenger: The Story of Joan of Arc ,6,1999.0,55889,111.0,390.0,Color,Luc Besson,0.0,Paul Brooke,51.0,David Bailie,40.0,Rab Affleck,15.0,144,0,158.0,14131298.0,English,France,R,390000000.0,2.35
Your Highness ,6,2011.0,85237,208.0,274.0,Color,David Gordon Green,234.0,Natalie Portman,20000.0,Zooey Deschanel,11000.0,James Franco,11000.0,45202,18000,102.0,21557240.0,English,USA,R,49900000.0,2.35
Dream House ,6,2011.0,46239,174.0,137.0,Color,Jim Sheridan,260.0,Naomi Watts,6000.0,Gregory Smith,694.0,Sarah Gadon,692.0,8018,0,84.0,21283440.0,English,USA,PG-13,55000000.0,2.35
Mad City ,6,1997.0,16562,59.0,73.0,Color,Costa-Gavras,333.0,Mia Kirshner,972.0,Blythe Danner,713.0,William Atherton,317.0,2606,697,115.0,10556196.0,English,USA,PG-13,50000000.0,2.35
Baby's Day Out ,6,1994.0,33186,22.0,78.0,Color,Patrick Read Johnson,32.0,Joe Mantegna,1000.0,Lara Flynn Boyle,619.0,Cynthia Nixon,479.0,2949,0,99.0,16671505.0,English,USA,PG,50000000.0,1.85
The Scarlet Letter ,5,1995.0,12037,34.0,90.0,Color,Roland Joffé,596.0,Gary Oldman,10000.0,Robert Duvall,3000.0,Demi Moore,2000.0,15820,943,135.0,10400000.0,English,USA,R,50000000.0,2.35
Fair Game ,7,2010.0,38513,214.0,127.0,Color,Doug Liman,218.0,Naomi Watts,6000.0,Ty Burrell,3000.0,Brooke Smith,405.0,10191,9000,108.0,9528092.0,English,USA,PG-13,22000000.0,2.35
Defiance             ,7,,33535,28.0,149.0,Color,,,Julie Benz,3000.0,Tony Curran,845.0,Grant Bowler,600.0,5381,0,43.0,,English,USA,TV-MA,,1.78
Domino ,6,2005.0,58015,186.0,374.0,Color,Tony Scott,12000.0,Ian Ziering,984.0,Mo'Nique,940.0,Edgar Ramírez,897.0,5702,0,127.0,10137232.0,English,France,R,50000000.0,2.35
Jade ,5,1995.0,9227,50.0,70.0,Color,William Friedkin,607.0,Michael Biehn,2000.0,Chazz Palminteri,979.0,Linda Fiorentino,602.0,5461,422,107.0,9795017.0,English,USA,R,50000000.0,1.85
Gamer ,6,2009.0,113483,180.0,245.0,Color,Mark Neveldine,83.0,Gerard Butler,18000.0,Logan Lerman,8000.0,Alison Lohman,1000.0,29926,0,95.0,20488579.0,English,USA,R,50000000.0,1.85
Beautiful Creatures ,6,2013.0,67796,231.0,258.0,Color,Richard LaGravenese,98.0,Alden Ehrenreich,1000.0,Zoey Deutch,852.0,Pruitt Taylor Vince,592.0,3580,14000,124.0,19445217.0,English,USA,PG-13,60000000.0,2.35
Death to Smoochy ,6,2002.0,34730,105.0,341.0,Color,Danny DeVito,0.0,Robin Williams,49000.0,Vincent Schiavelli,811.0,Danny Woodburn,809.0,52885,0,109.0,8355815.0,English,UK,R,55000000.0,1.85
Zoolander 2 ,5,2016.0,34964,226.0,150.0,Color,Ben Stiller,0.0,Milla Jovovich,14000.0,Will Ferrell,8000.0,Justin Theroux,1000.0,24107,28000,102.0,28837115.0,English,USA,PG-13,50000000.0,2.35
The Big Bounce ,5,2004.0,15880,75.0,93.0,Color,George Armitage,5.0,Morgan Freeman,11000.0,Andrew Wilson,387.0,Willie Nelson,338.0,11972,288,88.0,6471394.0,English,USA,PG-13,50000000.0,2.35
What Planet Are You From? ,6,2000.0,8070,82.0,91.0,Color,Mike Nichols,0.0,Judy Greer,2000.0,Linda Fiorentino,602.0,Garry Shandling,591.0,3954,255,87.0,6291602.0,English,USA,R,50000000.0,1.85
Drive Angry ,6,2011.0,81800,296.0,211.0,Color,Patrick Lussier,71.0,Nicolas Cage,12000.0,Billy Burke,2000.0,Katy Mixon,982.0,16481,15000,104.0,10706786.0,English,USA,R,50000000.0,1.85
Street Fighter: The Legend of Chun-Li ,4,2009.0,19824,103.0,179.0,Color,Andrzej Bartkowiak,43.0,Chris Klein,841.0,Robin Shou,342.0,Josie Ho,77.0,1385,0,96.0,8742261.0,English,Canada,PG-13,18000000.0,2.35
The One ,6,2001.0,77684,98.0,294.0,Color,James Wong,70.0,Jason Statham,26000.0,Jet Li,5000.0,Delroy Lindo,848.0,32831,0,85.0,43905746.0,English,USA,PG-13,49000000.0,2.35
Outlander             ,8,,50391,30.0,148.0,Color,,,Tobias Menzies,1000.0,Graham McTavish,531.0,Stephen Walters,184.0,1863,31000,64.0,,English,USA,TV-MA,,16.0
The Adventures of Ford Fairlane ,6,1990.0,14429,48.0,113.0,Color,Renny Harlin,212.0,Lauren Holly,879.0,Gilbert Gottfried,560.0,David Patrick Kelly,380.0,2795,2000,104.0,21413502.0,English,USA,R,40000000.0,2.35
Pirate Radio ,7,2009.0,90932,195.0,209.0,Color,Richard Curtis,628.0,Philip Seymour Hoffman,22000.0,Charlie Rowe,882.0,Tom Sturridge,830.0,24316,21000,135.0,7994115.0,English,UK,R,,2.35
Traffic ,8,2000.0,170684,223.0,867.0,Color,Steven Soderbergh,0.0,Michael O'Neill,599.0,Jacob Vargas,399.0,James Lew,215.0,1418,0,190.0,124107476.0,English,USA,R,48000000.0,1.85
Indiana Jones and the Last Crusade ,8,1989.0,515306,149.0,477.0,Color,Steven Spielberg,14000.0,Harrison Ford,11000.0,Julian Glover,844.0,Alison Doody,440.0,12884,0,127.0,197171806.0,English,USA,PG-13,48000000.0,2.35
